Id,SalePrice
1461,126961.15474541299
1462,162889.15793010988
1463,164379.762583122
1464,185379.04515192285
1465,225037.46522979497
1466,179704.22456065845
1467,169220.7700258249
1468,171292.8117452818
1469,206597.74575278093
1470,97592.9301774383
1471,209803.41025072755
1472,124022.79952806991
1473,110314.75759129331
1474,166550.19351366046
1475,153379.0502585757
1476,324511.73157315364
1477,267776.84342971805
1478,294396.18208393187
1479,279209.4225312568
1480,380692.9939489247
1481,297633.43256897794
1482,236097.97683916544
1483,184966.00225135626
1484,194270.3319392124
1485,190580.86665018136
1486,212000.35023839935
1487,314689.211151281
1488,270777.65133477014
1489,211684.18320158718
1490,200437.20295913215
1491,210329.69047404348
1492,107430.48594456876
1493,188108.16123242187
1494,286157.59379743284
1495,282316.7014611395
1496,223030.6539031783
1497,216240.82072764065
1498,181669.34744542895
1499,181669.34744542895
1500,161320.1085377906
1501,175341.76066373487
1502,174285.22239938774
1503,257727.18742251128
1504,249302.40106844844
1505,226636.03670243942
1506,214648.83578020113
1507,244506.4949383341
1508,211694.52493098727
1509,176255.9511967525
1510,143910.03937216348
1511,142766.2480126745
1512,166883.51219636342
1513,187583.20851080643
1514,158694.97561902588
1515,213382.69488800992
1516,168009.92786822794
1517,150475.45942283818
1518,173470.4423015284
1519,227152.12772528396
1520,126353.85887028778
1521,131382.40536204271
1522,188305.18623604428
1523,100598.30492729356
1524,118161.65083908453
1525,111594.52824501228
1526,112087.51261221443
1527,94004.01296314737
1528,137459.7116465338
1529,137060.6525572996
1530,175526.70602784248
1531,112657.49052491097
1532,82377.6058606403
1533,152202.99264991377
1534,133611.5613280289
1535,138798.94698168
1536,114704.38244205306
1537,43170.02062282432
1538,184555.90849246026
1539,235705.32322222798
1540,146437.5746656882
1541,156460.89014342567
1542,144140.3055848725
1543,201871.093317742
1544,57590.41473601037
1545,121812.195868977
1546,147432.38954869017
1547,125995.16216309613
1548,146820.7323183075
1549,109379.52274650033
1550,135435.40096216626
1551,128930.57627120859
1552,130456.14669283899
1553,126453.85886422382
1554,122814.35915669659
1555,169856.60215812048
1556,96513.64788743551
1557,110242.59782352822
1558,111538.63171026856
1559,99890.42490796
1560,133780.11762252916
1561,146123.93619479064
1562,114425.78027494845
1563,106913.93913870794
1564,163670.94499026425
1565,138570.49677095015
1566,221012.6061396927
1567,68371.45023965393
1568,203827.296364647
1569,100749.81701494812
1570,147274.02945135592
1571,114121.56347916368
1572,129354.6909490173
1573,229352.08311188198
1574,148886.07142567786
1575,213567.72196385835
1576,218469.67119078105
1577,209627.1647786859
1578,139867.66637512145
1579,138351.80323058867
1580,212450.6088767408
1581,123927.16721342853
1582,118431.11848153069
1583,298185.63140993577
1584,240905.1817612925
1585,147146.65897149267
1586,34665.222818899434
1587,113395.18429584033
1588,134976.68142226164
1589,96001.85262234428
1590,152958.15880802402
1591,75710.93029004766
1592,123189.14664631919
1593,123428.61563843943
1594,155365.94620228373
1595,119394.55712257302
1596,213685.31413925195
1597,178234.6959035009
1598,207806.5931160408
1599,209122.79261065146
1600,218209.034240267
1601,1310.8168707683217
1602,134868.25693279703
1603,67203.61702150595
1604,258447.57120953745
1605,260264.85887900845
1606,173653.86136096576
1607,245583.90937905654
1608,220455.42318768858
1609,204393.48238367343
1610,149788.53098083287
1611,147708.6861044818
1612,179039.4742622974
1613,173367.08968554426
1614,113768.09568319877
1615,73852.3276683964
1616,73852.3276683964
1617,87385.17854717362
1618,112003.11729023559
1619,119999.8675976044
1620,212328.99865243584
1621,140600.0310177548
1622,135916.95078109275
1623,264952.79834808956
1624,205934.54668142681
1625,136254.4269765946
1626,186488.61075607617
1627,185772.12991774804
1628,273595.0920138877
1629,205559.0822148181
1630,327624.4191883587
1631,241979.5501650005
1632,262065.99940193247
1633,188794.4084255636
1634,186319.1544579874
1635,170476.37873641087
1636,170264.84282850742
1637,175728.083195535
1638,230894.68128792476
1639,204224.57930244692
1640,268491.64695974614
1641,206771.9148458743
1642,230423.78176565934
1643,252837.43056428002
1644,246998.38626645843
1645,176606.40374946233
1646,162010.17996494356
1647,189722.33232461952
1648,140787.49375665467
1649,124834.74383455142
1650,98490.19578625227
1651,98855.72486655996
1652,124753.8576886853
1653,125462.60492039111
1654,169700.7730898261
1655,176145.3572176001
1656,167281.25167427585
1657,170431.8312504415
1658,167646.78075458365
1659,155400.7553199043
1660,142719.1164151415
1661,349487.72215348703
1662,338404.0957168307
1663,327709.51606390707
1664,394092.5867392424
1665,303073.0621802568
1666,287134.269854837
1667,301561.09135687666
1668,307774.7162715042
1669,280563.84079900535
1670,309331.53260512615
1671,247049.28703205276
1672,358687.97283352434
1673,286386.9899819313
1674,271587.06497009296
1675,190000.31466690416
1676,192264.16421925102
1677,213135.58218875807
1678,387356.7344923619
1679,307888.69760016154
1680,306184.6594986982
1681,268315.08055730036
1682,270674.96836914343
1683,215022.77806997427
1684,193866.19629069953
1685,173657.89707183104
1686,197887.5571481113
1687,190580.86665018136
1688,207931.9479715333
1689,205491.943622989
1690,197475.09494507278
1691,187018.10687437817
1692,256767.38529190642
1693,190580.86665018136
1694,175269.56695627165
1695,192282.6592752681
1696,258713.66769387957
1697,192730.27440527373
1698,313186.99046215403
1699,299872.19351594
1700,241103.91615938803
1701,273363.35729201615
1702,283766.89371484064
1703,269830.4660133588
1704,278133.7481551991
1705,241228.59318546636
1706,358270.8288144312
1707,221519.5227556898
1708,223199.4372902268
1709,293564.6633740171
1710,251412.51494488178
1711,255529.91003974678
1712,274177.07294347824
1713,246331.68058632186
1714,231339.02172358253
1715,215557.34756561252
1716,206476.9737409153
1717,196066.21826041327
1718,152574.9738030443
1719,218443.1380493528
1720,262456.444910562
1721,197374.8619645274
1722,126783.81175372447
1723,152200.91416174266
1724,234190.42138722586
1725,234954.54069872748
1726,188900.68708152743
1727,185112.16508245526
1728,199268.59417432267
1729,164344.6098520318
1730,199709.22362473176
1731,119021.38512187102
1732,124587.43945280975
1733,111517.07765664451
1734,118183.73080498644
1735,109676.3814750876
1736,107162.29977075278
1737,293176.2668532968
1738,216200.25688606326
1739,299719.3215036596
1740,222870.779072823
1741,190272.88730836404
1742,175341.76066373487
1743,196226.93255246792
1744,257510.2405402026
1745,235543.3782571312
1746,283555.1387516899
1747,245580.7349665329
1748,235046.5884516734
1749,153549.28930455807
1750,159285.94381293573
1751,246163.041033276
1752,107980.77847441833
1753,167901.49514779053
1754,228891.6962356969
1755,175139.60707610578
1756,89087.1185667651
1757,104877.49977995455
1758,140666.67457164382
1759,182284.4326255056
1760,153688.84752466064
1761,149140.39844894863
1762,176567.6662463491
1763,185505.51067079336
1764,111789.85170054983
1765,204697.5432262275
1766,183288.80348974874
1767,194428.87355732278
1768,124349.49454080872
1769,191798.66062903672
1770,136334.38098277932
1771,129619.82122728962
1772,145169.03728715843
1773,106614.04434113251
1774,190012.52348205715
1775,140202.97419301386
1776,128742.3443427753
1777,91250.9997522044
1778,111682.42317897372
1779,143104.63562219404
1780,179451.67353341682
1781,124676.52659649763
1782,56757.43351434253
1783,133261.09108450182
1784,63494.12730901758
1785,106952.91073313577
1786,160732.23476942163
1787,186666.04525494075
1788,-3465.4191597253084
1789,101232.37957789085
1790,24685.021225814708
1791,248127.89549339248
1792,170970.18807795364
1793,151452.73277207685
1794,141312.08947568864
1795,145101.9145675681
1796,151717.43794180523
1797,160139.9647157878
1798,117510.09646742023
1799,89114.15526951826
1800,128537.67650853214
1801,109274.93139065988
1802,170878.58178571216
1803,185025.76646989363
1804,129208.66683808772
1805,140707.01063000574
1806,136005.15700091782
1807,164015.31481831218
1808,113427.49612413242
1809,98332.65802019555
1810,134373.8418144507
1811,100831.82530124777
1812,98646.61526614323
1813,120478.22224147676
1814,67091.4974343353
1815,11321.817411381984
1816,85236.17489900533
1817,112388.73032202944
1818,168339.25425713358
1819,124564.57638337847
1820,47080.962001557695
1821,142821.8899259396
1822,152539.94086957036
1823,19558.91408557084
1824,153727.08320929448
1825,136720.80722101685
1826,104405.37648351211
1827,100563.88634425518
1828,132206.3361059014
1829,147671.64550891775
1830,171146.96288963174
1831,192427.1073031749
1832,143615.13015196566
1833,174442.4371542011
1834,137101.66869018716
1835,165418.53078455664
1836,166839.7249851498
1837,57683.03105224366
1838,133187.92153375177
1839,61466.207637643325
1840,127189.77036974323
1841,131485.05244520993
1842,98388.83574669284
1843,138387.40222442127
1844,156085.9717827367
1845,152917.64734810346
1846,156437.69656064943
1847,197944.50523291214
1848,3788.832447268418
1849,129100.9789671523
1850,121301.30622343533
1851,156697.29023775237
